,Station information:,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
6517,Waipara West Ews,20231103,800,10.9,10.5,95,10.1,
6518,Waipara West Ews,20231103,900,11.8,11.1,91,10.4,
6519,Waipara West Ews,20231103,1000,12.9,12,89,11.1,
6520,Waipara West Ews,20231103,1100,13.4,12.4,88,11.5,
6521,Waipara West Ews,20231103,1200,12.9,12.1,91,11.5,
6522,Waipara West Ews,20231103,1300,12.8,12,90,11.2,
6523,Waipara West Ews,20231103,1400,13.5,12.4,87,11.4,
6524,Waipara West Ews,20231103,1500,12.9,11.7,86,10.6,
6525,Waipara West Ews,20231103,1600,12.6,11.6,88,10.7,
6526,Waipara West Ews,20231103,1700,11.7,11.2,94,10.8,
6527,Waipara West Ews,20231103,1800,11.5,11,94,10.6,
6528,Waipara West Ews,20231103,1900,11.3,10.8,94,10.4,
6529,Waipara West Ews,20231103,2000,10.8,10.6,97,10.4,
6530,Waipara West Ews,20231103,2100,10.5,10.4,98,10.2,
6531,Waipara West Ews,20231103,2200,10.2,10.1,98,9.9,
6532,Waipara West Ews,20231103,2300,10.5,10.3,97,10,
6533,Waipara West Ews,20231104,0,10.3,10.2,98,10,
6534,Waipara West Ews,20231104,100,10.6,9.6,87,8.5,
6535,Waipara West Ews,20231104,200,10.2,9.6,92,9,
6536,Waipara West Ews,20231104,300,9.4,9,94,8.5,
6537,Waipara West Ews,20231104,400,8.8,8.5,96,8.2,
6538,Waipara West Ews,20231104,500,8.5,8.2,95,7.8,
6539,Waipara West Ews,20231104,600,9.2,8.7,93,8.1,
6540,Waipara West Ews,20231104,700,11.3,10.1,85,8.9,
6541,Waipara West Ews,20231104,800,13.9,11.9,78,10.2,
6542,Waipara West Ews,20231104,900,17.3,11.7,47,5.9,
6543,Waipara West Ews,20231104,1000,19.3,13.2,46,7.4,
6544,Waipara West Ews,20231104,1100,19.6,12.8,41,6,
6545,Waipara West Ews,20231104,1200,19.6,12.8,41,6,
6546,Waipara West Ews,20231104,1300,20.3,13,38,5.5,
6547,Waipara West Ews,20231104,1400,19.8,12.7,39,5.5,
6548,Waipara West Ews,20231104,1500,19.6,12.7,40,5.7,
6549,Waipara West Ews,20231104,1600,20.2,12.7,37,5.1,
6550,Waipara West Ews,20231104,1700,19.1,12,38,4.5,
6551,Waipara West Ews,20231104,1800,17.1,11.3,45,5.1,
6552,Waipara West Ews,20231104,1900,15.9,10.6,47,4.6,
6553,Waipara West Ews,20231104,2000,15.1,10.2,50,4.8,
6554,Waipara West Ews,20231104,2100,14.1,9.8,54,5,
6555,Waipara West Ews,20231104,2200,11.8,8.8,64,5.2,
6556,Waipara West Ews,20231104,2300,8.2,7.1,85,5.8,
6557,Waipara West Ews,20231105,0,9.4,7.6,76,5.4,
6558,Waipara West Ews,20231105,100,9.3,7.4,75,5.1,
6559,Waipara West Ews,20231105,200,9.4,7.4,73,4.8,
6560,Waipara West Ews,20231105,300,7.6,6.4,83,4.9,
6561,Waipara West Ews,20231105,400,7.5,6.4,84,5,
6562,Waipara West Ews,20231105,500,8.7,7.7,86,6.5,
6563,Waipara West Ews,20231105,600,7.6,6.9,90,6.1,
6564,Waipara West Ews,20231105,700,9.8,8.8,87,7.7,
6565,Waipara West Ews,20231105,800,14,11.5,72,9.1,
6566,Waipara West Ews,20231105,900,14.4,11.3,66,8.1,
6567,Waipara West Ews,20231105,1000,12.9,10.4,71,7.8,
6568,Waipara West Ews,20231105,1100,13,10.3,69,7.5,
6569,Waipara West Ews,20231105,1200,12.4,9.9,71,7.3,
6570,Waipara West Ews,20231105,1300,11.9,9.9,76,7.8,
6571,Waipara West Ews,20231105,1400,12.2,9.6,69,6.7,
6572,Waipara West Ews,20231105,1500,10.1,8.7,82,7.2,
6573,Waipara West Ews,20231105,1600,8.9,8.3,92,7.7,
6574,Waipara West Ews,20231105,1700,8.6,8.1,93,7.5,
6575,Waipara West Ews,20231105,1800,8.2,7.6,91,6.8,
6576,Waipara West Ews,20231105,1900,7.9,7.3,92,6.7,
6577,Waipara West Ews,20231105,2000,7.5,7,92,6.3,
6578,Waipara West Ews,20231105,2100,7.5,6.9,91,6.1,
6579,Waipara West Ews,20231105,2200,7.4,6.9,92,6.2,
6580,Waipara West Ews,20231105,2300,7.5,6.9,91,6.1,
6581,Waipara West Ews,20231106,0,7.4,6.8,91,6,
6582,Waipara West Ews,20231106,100,7.1,6.5,91,5.7,
6583,Waipara West Ews,20231106,200,7.4,6.5,87,5.4,
6584,Waipara West Ews,20231106,300,7.3,6.4,87,5.3,
6585,Waipara West Ews,20231106,400,7,6.4,91,5.6,
6586,Waipara West Ews,20231106,500,7.5,6.5,86,5.3,
6587,Waipara West Ews,20231106,600,7.6,6.7,87,5.6,
6588,Waipara West Ews,20231106,700,7.6,6.8,89,5.9,
6589,Waipara West Ews,20231106,800,8.6,7.3,82,5.7,
6590,Waipara West Ews,20231106,900,8.9,7.7,84,6.4,
6591,Waipara West Ews,20231106,1000,9.8,8.3,80,6.5,
6592,Waipara West Ews,20231106,1100,10.1,8,73,5.5,
6593,Waipara West Ews,20231106,1200,10.6,8.5,73,6,
6594,Waipara West Ews,20231106,1300,11.8,9.1,68,6.1,
6595,Waipara West Ews,20231106,1400,11,8.9,74,6.6,
6596,Waipara West Ews,20231106,1500,10.7,8.3,70,5.5,
6597,Waipara West Ews,20231106,1600,10.2,8.1,73,5.6,
6598,Waipara West Ews,20231106,1700,10.3,8.4,76,6.3,
6599,Waipara West Ews,20231106,1800,10.1,8.2,75,5.9,
6600,Waipara West Ews,20231106,1900,9.3,7.6,78,5.7,
6601,Waipara West Ews,20231106,2000,9,7.6,81,5.9,
6602,Waipara West Ews,20231106,2100,8.8,7.9,88,6.9,
6603,Waipara West Ews,20231106,2200,8.4,7.7,90,6.9,
6604,Waipara West Ews,20231106,2300,8.2,7.6,92,7,
6605,Waipara West Ews,20231107,0,8.1,7.4,90,6.6,
6606,Waipara West Ews,20231107,100,7.9,7.2,90,6.4,
6607,Waipara West Ews,20231107,200,7.7,7,90,6.2,
6608,Waipara West Ews,20231107,300,7.4,6.9,92,6.2,
6609,Waipara West Ews,20231107,400,7.5,6.8,90,6,
6610,Waipara West Ews,20231107,500,7.5,6.9,91,6.1,
6611,Waipara West Ews,20231107,600,7.8,7.1,90,6.3,
6612,Waipara West Ews,20231107,700,9.1,8.1,87,7.1,
6613,Waipara West Ews,20231107,800,10.2,8.4,77,6.4,
6614,Waipara West Ews,20231107,900,12.8,10,68,7.1,
6615,Waipara West Ews,20231107,1000,13.4,10.2,64,6.8,
6616,Waipara West Ews,20231107,1100,13.8,10.5,64,7.1,
6617,Waipara West Ews,20231107,1200,14,10.5,62,6.9,
6618,Waipara West Ews,20231107,1300,13.7,9.9,58,5.6,
6619,Waipara West Ews,20231107,1400,14.2,10.8,63,7.3,
6620,Waipara West Ews,20231107,1500,14.3,10.8,62,7.1,
6621,Waipara West Ews,20231107,1600,14.4,11.5,68,8.6,
6622,Waipara West Ews,20231107,1700,12.7,10.8,78,9,
6623,Waipara West Ews,20231107,1800,11.6,10.1,82,8.7,
6624,Waipara West Ews,20231107,1900,10.5,9.6,88,8.6,
6625,Waipara West Ews,20231107,2000,10.4,9.6,89,8.7,
6626,Waipara West Ews,20231107,2100,10.4,9.6,89,8.7,
6627,Waipara West Ews,20231107,2200,10.4,9.6,89,8.7,
6628,Waipara West Ews,20231107,2300,10.3,9.5,90,8.7,
6629,Waipara West Ews,20231108,0,10.2,9.6,92,9,
6630,Waipara West Ews,20231108,100,10.4,9.7,91,9,
6631,Waipara West Ews,20231108,200,10,9.7,96,9.4,
6632,Waipara West Ews,20231108,300,9.6,9.3,96,9,
6633,Waipara West Ews,20231108,400,7.2,7,97,6.8,
6634,Waipara West Ews,20231108,500,7.3,7.2,98,7,
6635,Waipara West Ews,20231108,600,7.6,7.3,95,6.9,
6636,Waipara West Ews,20231108,700,9.2,8.5,91,7.8,
6637,Waipara West Ews,20231108,800,12.5,10.7,79,9,
6638,Waipara West Ews,20231108,900,13.6,10.7,68,7.8,
6639,Waipara West Ews,20231108,1000,12.9,10.6,73,8.2,
6640,Waipara West Ews,20231108,1100,12.2,10.5,80,8.9,
6641,Waipara West Ews,20231108,1200,13.7,10.8,68,7.9,
6642,Waipara West Ews,20231108,1300,11.2,10.1,86,9,
6643,Waipara West Ews,20231108,1400,11,10.3,91,9.6,
6644,Waipara West Ews,20231108,1500,11.8,10.1,79,8.3,
6645,Waipara West Ews,20231108,1600,11.6,10.5,86,9.3,
6646,Waipara West Ews,20231108,1700,11.4,9.9,82,8.5,
6647,Waipara West Ews,20231108,1800,11,9.6,82,8.1,
6648,Waipara West Ews,20231108,1900,10.6,8.9,78,6.9,
6649,Waipara West Ews,20231108,2000,10.2,8.4,77,6.4,
6650,Waipara West Ews,20231108,2100,10.2,8.5,78,6.5,
6651,Waipara West Ews,20231108,2200,9.9,8.2,78,6.3,
6652,Waipara West Ews,20231108,2300,10,8,74,5.6,
6653,Waipara West Ews,20231109,0,9.7,7.8,75,5.5,
6654,Waipara West Ews,20231109,100,9.4,7.5,75,5.2,
6655,Waipara West Ews,20231109,200,9.1,7.4,77,5.3,
6656,Waipara West Ews,20231109,300,8.6,7.3,82,5.7,
6657,Waipara West Ews,20231109,400,6.7,6,89,5,
6658,Waipara West Ews,20231109,500,5.5,4.9,91,4.2,
6659,Waipara West Ews,20231109,600,6.9,6.2,89,5.2,
6660,Waipara West Ews,20231109,700,9.5,7.8,78,5.9,
6661,Waipara West Ews,20231109,800,11.4,8.8,69,5.9,
6662,Waipara West Ews,20231109,900,12.1,9.4,68,6.4,
6663,Waipara West Ews,20231109,1000,14.8,11.2,62,7.6,
6664,Waipara West Ews,20231109,1100,14.4,10.3,56,5.8,
6665,Waipara West Ews,20231109,1200,13.5,10.1,62,6.4,
6666,Waipara West Ews,20231109,1300,12,9.4,69,6.5,
6667,Waipara West Ews,20231109,1400,11.6,9.8,78,7.9,
6668,Waipara West Ews,20231109,1500,11.9,9.8,75,7.6,
6669,Waipara West Ews,20231109,1600,11.6,9.2,71,6.5,
6670,Waipara West Ews,20231109,1700,12.1,9.7,72,7.2,
6671,Waipara West Ews,20231109,1800,11.6,8.9,68,5.9,
6672,Waipara West Ews,20231109,1900,10.6,8.5,74,6.2,
6673,Waipara West Ews,20231109,2000,10,7.9,73,5.4,
6674,Waipara West Ews,20231109,2100,9.2,7.1,72,4.4,
6675,Waipara West Ews,20231109,2200,8.4,7.2,83,5.7,
6676,Waipara West Ews,20231109,2300,7.9,7.1,88,6.1,
6677,Waipara West Ews,20231110,0,8.2,7,83,5.5,
6678,Waipara West Ews,20231110,100,8.1,7,84,5.6,
6679,Waipara West Ews,20231110,200,7.9,6.9,86,5.7,
6680,Waipara West Ews,20231110,300,8.2,7,83,5.5,
6681,Waipara West Ews,20231110,400,8.3,6.9,81,5.2,
6682,Waipara West Ews,20231110,500,7.8,6.7,84,5.3,
6683,Waipara West Ews,20231110,600,8.2,6.8,80,5,
6684,Waipara West Ews,20231110,700,9.4,7.3,72,4.6,
6685,Waipara West Ews,20231110,800,9.7,7.5,72,4.9,
6686,Waipara West Ews,20231110,900,10.4,7.7,66,4.4,
6687,Waipara West Ews,20231110,1000,12.1,7.9,52,2.6,
6688,Waipara West Ews,20231110,1100,13.8,9,48,3,
6689,Waipara West Ews,20231110,1200,14.8,10.2,52,5.1,
6690,Waipara West Ews,20231110,1300,15.4,10.3,48,4.5,
6691,Waipara West Ews,20231110,1400,15.8,11,52,6,
6692,Waipara West Ews,20231110,1500,14.7,10.4,55,5.8,
6693,Waipara West Ews,20231110,1600,14.2,10.1,56,5.6,
6694,Waipara West Ews,20231110,1700,12.6,9.1,60,5.1,
6695,Waipara West Ews,20231110,1800,12.7,9.2,60,5.2,
6696,Waipara West Ews,20231110,1900,10.2,8.2,74,5.8,
6697,Waipara West Ews,20231110,2000,7.4,6.4,85,5.1,
6698,Waipara West Ews,20231110,2100,5.6,5.2,93,4.6,
6699,Waipara West Ews,20231110,2200,5.3,4.8,92,4.1,
6700,Waipara West Ews,20231110,2300,4.3,4.1,96,3.7,
6701,Waipara West Ews,20231111,0,4.3,4.1,96,3.7,
6702,Waipara West Ews,20231111,100,3.8,3.7,98,3.5,
6703,Waipara West Ews,20231111,200,3.2,3,97,2.8,
6704,Waipara West Ews,20231111,300,3.5,3.3,97,3.1,
6705,Waipara West Ews,20231111,400,1.9,1.7,97,1.5,
6706,Waipara West Ews,20231111,500,2.8,2.7,98,2.5,
6707,Waipara West Ews,20231111,600,4.3,4,95,3.6,
6708,Waipara West Ews,20231111,700,7.2,6.3,87,5.2,
6709,Waipara West Ews,20231111,800,10.6,9.1,81,7.5,
6710,Waipara West Ews,20231111,900,13.6,11.1,72,8.7,
6711,Waipara West Ews,20231111,1000,16.1,12.5,63,9.1,
6712,Waipara West Ews,20231111,1100,18,14.1,63,10.9,
6713,Waipara West Ews,20231111,1200,19.2,15.2,63,12,
6714,Waipara West Ews,20231111,1300,18.7,14.9,64,11.8,
6715,Waipara West Ews,20231111,1400,18.5,14.6,63,11.3,
6716,Waipara West Ews,20231111,1500,17.8,13.5,59,9.7,
6717,Waipara West Ews,20231111,1600,19.7,14.9,57,11,
6718,Waipara West Ews,20231111,1700,19.5,12.5,39,5.2,
6719,Waipara West Ews,20231111,1800,19.4,12.7,41,5.8,
6720,Waipara West Ews,20231111,1900,17.2,11.5,46,5.5,
6721,Waipara West Ews,20231111,2000,15.4,10.4,49,4.8,
6722,Waipara West Ews,20231111,2100,15.1,10.2,50,4.8,
6723,Waipara West Ews,20231111,2200,14.2,9.8,53,4.8,
6724,Waipara West Ews,20231111,2300,11.2,8.2,64,4.7,
6725,Waipara West Ews,20231112,0,11.2,8.3,65,4.9,
6726,Waipara West Ews,20231112,100,11.7,8.1,58,3.7,
6727,Waipara West Ews,20231112,200,12.3,8,51,2.5,
6728,Waipara West Ews,20231112,300,11.4,7.1,49,1.1,
6729,Waipara West Ews,20231112,400,12,7.2,45,0.5,
6730,Waipara West Ews,20231112,500,11.9,6.9,43,-0.2,
6731,Waipara West Ews,20231112,600,14.6,8.6,38,0.5,
6732,Waipara West Ews,20231112,700,17.1,9.8,32,0.3,
6733,Waipara West Ews,20231112,800,19.2,10.7,27,-0.2,
6734,Waipara West Ews,20231112,900,20.7,11.6,26,0.5,
6735,Waipara West Ews,20231112,1000,21.5,12.4,28,2.3,
6736,Waipara West Ews,20231112,1100,21.5,12.7,30,3.2,
6737,Waipara West Ews,20231112,1200,22,13.5,33,5,
6738,Waipara West Ews,20231112,1300,23.5,14,29,4.5,
6739,Waipara West Ews,20231112,1400,23,14.1,32,5.4,
6740,Waipara West Ews,20231112,1500,22.8,14,32,5.3,
6741,Waipara West Ews,20231112,1600,20.3,12.4,34,4,
6742,Waipara West Ews,20231112,1700,21.2,12.9,33,4.3,
6743,Waipara West Ews,20231112,1800,19.7,12,34,3.4,
6744,Waipara West Ews,20231112,1900,18,11.1,37,3.1,
6745,Waipara West Ews,20231112,2000,17.4,10.9,39,3.3,
6746,Waipara West Ews,20231112,2100,17.6,10.8,37,2.8,
6747,Waipara West Ews,20231112,2200,17,10.4,38,2.6,
6748,Waipara West Ews,20231112,2300,16.7,10.3,39,2.7,
6749,Waipara West Ews,20231113,0,16.5,10.3,40,2.9,
6750,Waipara West Ews,20231113,100,16.7,10.5,41,3.4,
6751,Waipara West Ews,20231113,200,16.6,10.9,45,4.6,
6752,Waipara West Ews,20231113,300,17,11.4,46,5.3,
6753,Waipara West Ews,20231113,400,16.8,11.3,47,5.4,
6754,Waipara West Ews,20231113,500,16.5,11.3,49,5.8,
6755,Waipara West Ews,20231113,600,16.7,11.2,47,5.4,
6756,Waipara West Ews,20231113,700,17.6,11.6,44,5.2,
6757,Waipara West Ews,20231113,800,19.3,12.8,43,6.4,
6758,Waipara West Ews,20231113,900,20.5,13.6,42,7.2,
6759,Waipara West Ews,20231113,1000,21.1,13.7,39,6.6,
6760,Waipara West Ews,20231113,1100,22,14.4,39,7.4,
6761,Waipara West Ews,20231113,1200,21.7,14.4,41,7.9,
6762,Waipara West Ews,20231113,1300,22.6,14.9,39,8,
6763,Waipara West Ews,20231113,1400,22.6,14.4,36,6.8,
6764,Waipara West Ews,20231113,1500,22.3,14.6,39,7.7,
6765,Waipara West Ews,20231113,1600,22.1,14,36,6.4,
6766,Waipara West Ews,20231113,1700,21,13.5,38,6.2,
6767,Waipara West Ews,20231113,1800,20,12.7,38,5.3,
6768,Waipara West Ews,20231113,1900,19,12,38,4.4,
6769,Waipara West Ews,20231113,2000,18.5,11.8,40,4.7,
6770,Waipara West Ews,20231113,2100,18.2,12,43,5.5,
6771,Waipara West Ews,20231113,2200,18.6,12.4,44,6.1,
6772,Waipara West Ews,20231113,2300,18.7,12.7,46,6.9,
6773,Waipara West Ews,20231114,0,18.7,13,48,7.5,
6774,Waipara West Ews,20231114,100,18.9,13,47,7.4,
6775,Waipara West Ews,20231114,200,19.1,13.2,47,7.6,
6776,Waipara West Ews,20231114,300,18.9,13,47,7.4,
6777,Waipara West Ews,20231114,400,19.2,13.1,46,7.3,
6778,Waipara West Ews,20231114,500,19.6,13.3,45,7.4,
6779,Waipara West Ews,20231114,600,20.6,14,44,8,
6780,Waipara West Ews,20231114,700,20.6,13.9,43,7.6,
6781,Waipara West Ews,20231114,800,21.8,14.8,43,8.7,
6782,Waipara West Ews,20231114,900,21.8,14.2,39,7.3,
6783,Waipara West Ews,20231114,1000,22.2,14.7,40,8,
6784,Waipara West Ews,20231114,1100,23.4,15.5,39,8.7,
6785,Waipara West Ews,20231114,1200,21.8,14.5,41,8,
6786,Waipara West Ews,20231114,1300,23.4,15.8,41,9.4,
6787,Waipara West Ews,20231114,1400,21,14.4,45,8.6,
6788,Waipara West Ews,20231114,1500,22.6,15.1,41,8.7,
6789,Waipara West Ews,20231114,1600,21.7,14.4,41,7.9,
6790,Waipara West Ews,20231114,1700,20.6,14,44,8,
6791,Waipara West Ews,20231114,1800,19.9,13.8,47,8.3,
6792,Waipara West Ews,20231114,1900,19.2,13.4,48,7.9,
6793,Waipara West Ews,20231114,2000,18.2,12.3,46,6.4,
6794,Waipara West Ews,20231114,2100,17.5,11.3,42,4.5,
6795,Waipara West Ews,20231114,2200,16.1,10,40,2.5,
6796,Waipara West Ews,20231114,2300,15.3,9.4,41,2.2,
6797,Waipara West Ews,20231115,0,14.5,9,43,2.1,
6798,Waipara West Ews,20231115,100,11.6,10.4,85,9.2,
6799,Waipara West Ews,20231115,200,11.2,10.2,88,9.3,
6800,Waipara West Ews,20231115,300,10.8,9.8,87,8.7,
6801,Waipara West Ews,20231115,400,10.6,9.7,88,8.7,
6802,Waipara West Ews,20231115,500,10,9,87,8,
6803,Waipara West Ews,20231115,600,9.7,9,90,8.2,
6804,Waipara West Ews,20231115,700,11.5,10.2,84,8.9,
6805,Waipara West Ews,20231115,800,13.6,11.3,74,9.1,
6806,Waipara West Ews,20231115,900,14.5,11.9,72,9.5,
6807,Waipara West Ews,20231115,1000,16.4,13,66,10,
6808,Waipara West Ews,20231115,1100,16.5,13.4,69,10.8,
6809,Waipara West Ews,20231115,1200,17.5,14.3,69,11.8,
6810,Waipara West Ews,20231115,1300,18.5,14.3,61,10.9,
6811,Waipara West Ews,20231115,1400,21,15.6,54,11.4,
6812,Waipara West Ews,20231115,1500,17.8,14.5,68,11.8,
6813,Waipara West Ews,20231115,1600,16.1,13.8,76,11.9,
6814,Waipara West Ews,20231115,1700,15.4,13.4,79,11.8,
6815,Waipara West Ews,20231115,1800,13.9,12.6,85,11.4,
6816,Waipara West Ews,20231115,1900,13,12,88,11.1,
6817,Waipara West Ews,20231115,2000,11.8,11.1,91,10.4,
6818,Waipara West Ews,20231115,2100,11.5,10.6,89,9.8,
6819,Waipara West Ews,20231115,2200,9.5,8.5,86,7.3,
6820,Waipara West Ews,20231115,2300,9.3,8,82,6.4,
6821,Waipara West Ews,20231116,0,8.1,7.9,97,7.7,
6822,Waipara West Ews,20231116,100,6.6,6.3,95,5.9,
6823,Waipara West Ews,20231116,200,6.7,6.4,95,6,
6824,Waipara West Ews,20231116,300,5.8,5.4,94,4.9,
6825,Waipara West Ews,20231116,400,7.2,5.2,71,2.3,
6826,Waipara West Ews,20231116,500,9,6.1,62,2.1,
6827,Waipara West Ews,20231116,600,9.9,6.8,61,2.8,
6828,Waipara West Ews,20231116,700,12.3,8.8,59,4.5,
6829,Waipara West Ews,20231116,800,15.5,9.8,43,3,
6830,Waipara West Ews,20231116,900,17.1,10.4,37,2.3,
6831,Waipara West Ews,20231116,1000,18.5,11.1,34,2.4,
6832,Waipara West Ews,20231116,1100,19.4,11.9,35,3.6,
6833,Waipara West Ews,20231116,1200,20.4,12.4,33,3.6,
6834,Waipara West Ews,20231116,1300,20.9,12.3,30,2.7,
6835,Waipara West Ews,20231116,1400,21.8,13.1,31,4,
6836,Waipara West Ews,20231116,1500,21.4,13.1,33,4.5,
6837,Waipara West Ews,20231116,1600,21.5,13.5,35,5.4,
6838,Waipara West Ews,20231116,1700,19,12.1,39,4.8,
6839,Waipara West Ews,20231116,1800,18,11.6,41,4.6,
6840,Waipara West Ews,20231116,1900,16.9,11.2,45,4.9,
6841,Waipara West Ews,20231116,2000,16.2,11.3,51,6.1,
6842,Waipara West Ews,20231116,2100,16.3,11.2,50,5.9,
6843,Waipara West Ews,20231116,2200,17.5,12.1,49,6.7,
6844,Waipara West Ews,20231116,2300,18.1,12.5,48,7,
6845,Waipara West Ews,20231117,0,17.3,12.2,51,7.1,
6846,Waipara West Ews,20231117,100,17.8,12.7,52,7.8,
6847,Waipara West Ews,20231117,200,18.5,12.9,49,7.6,
6848,Waipara West Ews,20231117,300,18.5,12.8,48,7.3,
6849,Waipara West Ews,20231117,400,18.2,12.6,48,7,
6850,Waipara West Ews,20231117,500,17,12.3,54,7.7,
6851,Waipara West Ews,20231117,600,17,12,52,7.1,
6852,Waipara West Ews,20231117,700,17.8,12.2,48,6.7,
6853,Waipara West Ews,20231117,800,17.6,12.7,53,7.9,
6854,Waipara West Ews,20231117,900,18,12.6,50,7.4,
6855,Waipara West Ews,20231117,1000,18.8,14.1,57,10.1,
6856,Waipara West Ews,20231117,1100,20.6,14.9,51,10.1,
6857,Waipara West Ews,20231117,1200,23.8,16.2,42,10.1,
6858,Waipara West Ews,20231117,1300,16.2,13.5,72,11.2,
6859,Waipara West Ews,20231117,1400,14.2,11.9,75,9.8,
6860,Waipara West Ews,20231117,1500,15.2,12.1,67,9.1,
6861,Waipara West Ews,20231117,1600,13.3,11.6,80,9.9,
6862,Waipara West Ews,20231117,1700,11.3,10.3,87,9.2,
6863,Waipara West Ews,20231117,1800,9.2,8.5,91,7.8,
6864,Waipara West Ews,20231117,1900,9,7.9,85,6.6,
6865,Waipara West Ews,20231117,2000,7.8,7.3,93,6.7,
6866,Waipara West Ews,20231117,2100,8.2,7.4,89,6.5,
6867,Waipara West Ews,20231117,2200,8.4,7.1,82,5.5,
6868,Waipara West Ews,20231117,2300,8.9,6.9,73,4.4,
6869,Waipara West Ews,20231118,0,8.4,6.8,78,4.8,
6870,Waipara West Ews,20231118,100,6.4,5.4,85,4.1,
6871,Waipara West Ews,20231118,200,5.5,4.8,89,3.8,
6872,Waipara West Ews,20231118,300,5.3,4.5,88,3.5,
6873,Waipara West Ews,20231118,400,4.7,4,88,2.9,
6874,Waipara West Ews,20231118,500,3.7,3.2,92,2.5,
6875,Waipara West Ews,20231118,600,5.2,4.5,88,3.4,
6876,Waipara West Ews,20231118,700,8,6.7,81,5,
6877,Waipara West Ews,20231118,800,11.8,9.4,71,6.7,
6878,Waipara West Ews,20231118,900,13.6,10.2,62,6.5,
6879,Waipara West Ews,20231118,1000,15.3,10.3,49,4.7,
6880,Waipara West Ews,20231118,1100,17.1,11.4,46,5.4,
6881,Waipara West Ews,20231118,1200,18.3,11.7,40,4.5,
6882,Waipara West Ews,20231118,1300,18.9,12.4,42,5.7,
6883,Waipara West Ews,20231118,1400,19,12.8,45,6.8,
6884,Waipara West Ews,20231118,1500,18.7,13,48,7.5,
6885,Waipara West Ews,20231118,1600,17.5,12.7,54,8.1,
6886,Waipara West Ews,20231118,1700,16.2,11.8,56,7.4,
6887,Waipara West Ews,20231118,1800,15.8,10.9,51,5.7,
6888,Waipara West Ews,20231118,1900,13.8,11.2,71,8.6,
6889,Waipara West Ews,20231118,2000,11.8,10.1,79,8.3,
6890,Waipara West Ews,20231118,2100,9.6,8.6,87,7.6,
6891,Waipara West Ews,20231118,2200,8.7,8.3,94,7.8,
6892,Waipara West Ews,20231118,2300,8.5,8.2,95,7.8,
6893,Waipara West Ews,20231119,0,8.3,8,95,7.6,
6894,Waipara West Ews,20231119,100,7.9,7.5,94,7,
6895,Waipara West Ews,20231119,200,7.3,6.9,94,6.4,
6896,Waipara West Ews,20231119,300,7.1,6.7,94,6.2,
6897,Waipara West Ews,20231119,400,6.8,6.5,95,6.1,
6898,Waipara West Ews,20231119,500,6.5,6.1,94,5.6,
6899,Waipara West Ews,20231119,600,6.9,6.5,94,6,
6900,Waipara West Ews,20231119,700,10.5,9.2,83,7.8,
6901,Waipara West Ews,20231119,800,13.9,11.6,74,9.3,
6902,Waipara West Ews,20231119,900,14.9,11.7,66,8.6,
6903,Waipara West Ews,20231119,1000,17.5,13,57,8.9,
6904,Waipara West Ews,20231119,1100,18.9,13.9,54,9.4,
6905,Waipara West Ews,20231119,1200,18.4,13.9,58,10,
6906,Waipara West Ews,20231119,1300,19.1,14.1,55,9.9,
6907,Waipara West Ews,20231119,1400,19.4,14.5,56,10.4,
6908,Waipara West Ews,20231119,1500,17.7,13.5,60,9.8,
6909,Waipara West Ews,20231119,1600,17.7,13.9,63,10.6,
6910,Waipara West Ews,20231119,1700,17.4,13.3,60,9.6,
6911,Waipara West Ews,20231119,1800,16.5,13.1,66,10.1,
6912,Waipara West Ews,20231119,1900,13.8,12.4,84,11.2,
6913,Waipara West Ews,20231119,2000,12.7,12.1,93,11.6,
6914,Waipara West Ews,20231119,2100,13,12.2,91,11.6,
6915,Waipara West Ews,20231119,2200,12.9,12.1,91,11.5,
6916,Waipara West Ews,20231119,2300,12.7,12.1,93,11.6,
6917,Waipara West Ews,20231120,0,12.5,12.1,95,11.7,
6918,Waipara West Ews,20231120,100,12.5,12.2,96,11.9,
6919,Waipara West Ews,20231120,200,12.6,12.4,97,12.1,
6920,Waipara West Ews,20231120,300,12.5,12.3,97,12.1,
6921,Waipara West Ews,20231120,400,12.2,11.7,94,11.3,
6922,Waipara West Ews,20231120,500,12,11.5,94,11.1,
6923,Waipara West Ews,20231120,600,12.5,12,94,11.6,
6924,Waipara West Ews,20231120,700,13,11.9,87,10.9,
6925,Waipara West Ews,20231120,800,15.1,13.1,78,11.3,
6926,Waipara West Ews,20231120,900,15.8,12.6,67,9.7,
6927,Waipara West Ews,20231120,1000,17.6,13.3,59,9.5,
6928,Waipara West Ews,20231120,1100,17.9,13.2,56,9,
6929,Waipara West Ews,20231120,1200,18.8,13.2,49,7.9,
6930,Waipara West Ews,20231120,1300,20.4,14.7,51,9.9,
6931,Waipara West Ews,20231120,1400,20.4,14.4,48,9,
6932,Waipara West Ews,20231120,1500,19.6,13.7,48,8.3,
6933,Waipara West Ews,20231120,1600,18.7,12.6,45,6.6,
6934,Waipara West Ews,20231120,1700,17.4,11.3,43,4.7,
6935,Waipara West Ews,20231120,1800,16,10.8,48,5,
6936,Waipara West Ews,20231120,1900,13.9,9.3,51,3.9,
6937,Waipara West Ews,20231120,2000,11.4,8.3,63,4.6,
6938,Waipara West Ews,20231120,2100,7.9,6.5,80,4.7,
